Sample,Category,Subject,Rep,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_Mediterraneibacter,Bacteria_Bacillota_Clostridia_Oscillospirales_Oscillospiraceae_Colidextribacter,Bacteria_Bacillota_Clostridia_Oscillospirales_Oscillospiraceae_Intestinimonas,Bacteria_Bacillota_Clostridia_Oscillospirales_Oscillospiraceae_Flavonifractor,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_Anaerobutyricum,Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Prevotellaceae_Segatella,Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Prevotellaceae_Massiliprevotella,Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides,Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Marinifilaceae_Odoribacter,Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes,Bacteria_Bacillota_Negativicutes_Veillonellales.Selenomonadales_Veillonellaceae_Veillonella,Bacteria_Bacillota_Negativicutes_Veillonellales.Selenomonadales_Veillonellaceae_Dialister,Bacteria_Bacillota_Bacilli_Erysipelotrichales_Erysipelatoclostridiaceae_Longibaculum,Bacteria_Bacillota_Bacilli_Erysipelotrichales_Erysipelatoclostridiaceae_Erysipelotrichaceae.UCG.003,Bacteria_Bacillota_Bacilli_Erysipelotrichales_Erysipelotrichaceae_Holdemania,Bacteria_Bacillota_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus,Bacteria_Bacillota_Bacilli_Lactobacillales_Streptococcaceae_Lactococcus,Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Pasteurellaceae_Haemophilus,Bacteria_Pseudomonadota_Gammaproteobacteria_Burkholderiales_Oxalobacteraceae_Massilia,Bacteria_Pseudomonadota_Gammaproteobacteria_Burkholderiales_Alcaligenaceae_Achromobacter,Bacteria_Pseudomonadota_Gammaproteobacteria_Burkholderiales_Sutterellaceae_Sutterella,Bacteria_Pseudomonadota_Gammaproteobacteria_Burkholderiales_Sutterellaceae_Parasutterella,Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Escherichia.Shigella,Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Klebsiella,Bacteria_Thermodesulfobacteriota_Desulfovibrionia_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio,Bacteria_Thermodesulfobacteriota_Desulfovibrionia_Desulfovibrionales_Desulfovibrionaceae_Bilophila,Bacteria_Pseudomonadota_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Brevundimonas,Bacteria_Bacillota_Clostridia_Peptostreptococcales.Tissierellales_Anaerovoracaceae_Family.XIII.AD3011.group,Bacteria_Bacillota_Clostridia_Peptostreptococcales.Tissierellales_Anaerovoracaceae_Family.XIII.UCG.001,Bacteria_Bacillota_Clostridia_Peptostreptococcales.Tissierellales_Peptostreptococcaceae_Romboutsia,Bacteria_Bacillota_Clostridia_Christensenellales_Christensenellaceae_Christensenellaceae.R.7.group,Bacteria_Actinomycetota_Actinobacteria_Bifidobacteriales_Bifidobacteriaceae_Bifidobacterium,Bacteria_Bacillota_Clostridia_Oscillospirales_Ruminococcaceae_Ruminococcus,Bacteria_Bacillota_Clostridia_Oscillospirales_Ruminococcaceae_Negativibacillus,Bacteria_Bacillota_Clostridia_Oscillospirales_Ruminococcaceae_Angelakisella,Bacteria_Bacillota_Clostridia_Oscillospirales_Ruminococcaceae_Candidatus.Soleaferrea,Bacteria_Bacillota_Clostridia_Oscillospirales_Ruminococcaceae_Ruthenibacterium,Bacteria_Bacillota_Clostridia_Oscillospirales_Ruminococcaceae_Gemmiger,Bacteria_Bacillota_Clostridia_Oscillospirales_Ruminococcaceae_Faecalibacterium,Bacteria_Bacillota_Clostridia_Oscillospirales_Ruminococcaceae_Acutalibacter,Bacteria_Bacillota_Clostridia_Oscillospirales_Ruminococcaceae_DTU089,Bacteria_Bacillota_Clostridia_Oscillospirales_Butyricicoccaceae_Agathobaculum,Bacteria_Bacillota_Clostridia_Oscillospirales_Oscillospiraceae_UCG.005,Bacteria_Bacillota_Clostridia_Oscillospirales_Oscillospiraceae_UCG.002,Bacteria_Bacillota_Clostridia_Oscillospirales_Oscillospiraceae_UCG.003,Bacteria_Bacillota_Clostridia_Oscillospirales_Oscillospiraceae_NK4A214.group,Bacteria_Bacillota_Clostridia_Oscillospirales_Oscillospiraceae_Oscillibacter,Bacteria_Bacillota_Clostridia_Oscillospirales_Oscillospiraceae_Oscillospira,Bacteria_Bacillota_Clostridia_Monoglobales_Monoglobaceae_Monoglobus,Bacteria_Bacillota_Negativicutes_Acidaminococcales_Acidaminococcaceae_Phascolarctobacterium,Bacteria_Actinomycetota_Coriobacteriia_Coriobacteriales_Eggerthellaceae_Adlercreutzia,Bacteria_Actinomycetota_Coriobacteriia_Coriobacteriales_Eggerthellaceae_Eggerthella,Bacteria_Actinomycetota_Coriobacteriia_Coriobacteriales_Coriobacteriaceae_Collinsella,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_Faecalimonas,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_Dorea,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_.Ruminococcus..gnavus.group,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_Coprococcus,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_Butyribacter,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_Roseburia,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_Agathobacter,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_.Eubacterium..ventriosum.group,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_Lachnospiraceae.ND3007.group,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_.Eubacterium..xylanophilum.group,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_Lachnospiraceae.UCG.010,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_Anaerostipes,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_.Eubacterium..eligens.group,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_Lachnospira,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_.Eubacterium..ruminantium.group,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_GCA.900066575,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_Frisingicoccus,Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_Lachnospiraceae.NK4A136.group,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_Enterocloster,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_Lachnospiraceae.UCG.004,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_Lachnoclostridium,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_Lachnospiraceae.UCG.009,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_Lachnospiraceae.FCS020.group,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_Blautia,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_Marvinbryantia,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_CAG.56,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_Fusicatenibacter,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_.Ruminococcus..gauvreauii.group
Super B-glucan (SBG),Prebiotic fiber,S5,1,8,45,31,15,0,1,0,394,0,389,91,9,19,0,1,1,1,0,39,0,0,250,196,30,0,0,0,0,0,0,0,0,0,0,0,2,17,1,0,5,0,0,0,0,0,0,18,0,0,0,0,0,2,0,0,101,0,0,53,39,0,0,1,0,474,4,4,0,0,0,2205,12,180,0,46,10,0,5,0,0,0,0
Super B-glucan (SBG),Prebiotic fiber,S2,1,10,5,0,2,1,2680,0,288,7,91,0,0,0,51,1,0,0,0,0,0,0,224,15,0,46,7,0,0,0,0,1,0,1,0,3,0,1,17,123,6,0,4,9,41,1,10,0,0,2,1082,0,0,14,1,123,0,69,0,136,54,29,0,0,0,176,0,3,0,2,0,618,26,3,33,5,0,0,43,5,7,40,7
Super B-glucan (SBG),Prebiotic fiber,S4,1,28,6,3,0,7,0,0,23,0,143,0,0,0,68,0,8,4,0,26,0,0,109,21,0,0,20,0,8,1,0,9,40,41,0,0,2,0,55,325,3,0,13,13,10,20,4,1,0,14,1444,1,0,0,0,312,0,229,2,205,12,6,4,0,0,360,16,14,7,0,5,1817,94,12,2,29,0,7,215,17,5,209,57
Super B-glucan (SBG),Prebiotic fiber,S13,2,5,13,0,0,6,2098,0,64,42,193,23,0,0,8,0,2,0,33,54,0,0,358,2,0,0,0,0,0,0,0,0,1,30,0,0,0,0,19,419,2,0,3,25,11,47,4,0,0,2,932,0,0,0,0,83,0,15,0,220,119,12,2,0,0,8,2,5,0,0,0,1058,20,7,22,23,0,0,7,0,4,111,4
Super B-glucan (SBG),Prebiotic fiber,S5,2,10,74,41,2,0,0,0,361,0,436,98,1,30,0,2,0,6,0,21,0,0,262,209,28,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,3,0,0,0,0,2,0,19,0,0,0,0,0,0,0,0,94,0,0,80,46,0,3,0,0,391,12,6,0,0,0,2348,9,147,0,57,15,0,15,0,0,0,0
Super B-glucan (SBG),Prebiotic fiber,S2,2,3,3,0,3,0,2471,0,225,16,107,0,0,0,89,0,0,0,1,1,0,0,193,10,0,34,10,2,0,0,0,0,1,0,0,3,0,1,32,120,23,0,6,10,32,0,10,1,0,0,1389,0,0,2,1,85,0,48,0,101,57,25,0,0,0,177,0,4,0,0,0,600,35,16,47,0,1,1,43,4,12,56,18
Super B-glucan (SBG),Prebiotic fiber,S8,2,13,15,1,3,0,3,344,197,4,340,0,0,0,91,1,0,0,0,13,0,17,20,4,0,0,3,0,2,0,0,2,0,2,0,4,3,0,22,194,13,0,4,21,76,59,5,0,0,0,2200,0,0,0,2,120,3,356,0,51,77,22,0,0,28,158,0,5,1,2,0,1403,86,6,51,3,0,0,38,2,1,34,2
Super B-glucan (SBG),Prebiotic fiber,S3,1,7,6,0,2,0,2352,79,691,4,10,0,0,0,5,0,0,0,0,6,0,0,1,8,0,11,10,0,0,0,0,4,1,9,1,0,1,0,19,313,16,0,5,0,4,6,15,0,0,0,1372,0,0,0,1,88,0,224,0,73,57,0,0,0,1,16,0,3,2,1,0,238,12,1,13,11,0,0,89,2,0,321,0
Super B-glucan (SBG),Prebiotic fiber,S3,2,1,4,0,0,1,2178,84,662,4,5,0,0,0,14,0,0,0,0,22,0,0,0,10,1,30,3,0,1,0,0,1,3,15,2,0,0,0,37,365,18,0,10,0,2,5,4,0,0,1,1393,0,0,12,1,281,1,329,0,92,79,0,0,0,5,20,0,5,0,1,0,154,11,7,23,24,0,0,59,4,0,141,0
Super B-glucan (SBG),Prebiotic fiber,S3,3,0,11,0,4,0,2228,53,766,3,10,0,0,0,4,0,1,0,0,13,0,0,0,19,0,27,4,0,0,0,0,3,4,6,1,0,0,0,17,461,30,0,5,0,5,10,8,0,0,0,1235,0,0,4,1,259,0,352,0,81,76,0,0,0,1,25,0,3,0,0,0,166,5,0,21,19,0,0,46,2,0,139,0
Super B-glucan (SBG),Prebiotic fiber,S1,3,41,24,2,1,0,4,93,529,20,617,2,0,0,126,2,0,0,0,2,0,0,411,0,0,81,2,0,1,1,0,27,15,70,0,0,1,2,45,173,33,0,14,0,166,55,25,0,0,1,0,0,0,31,1,114,0,327,1,41,251,2,3,0,0,269,11,4,0,2,18,2048,133,7,49,7,1,0,90,5,0,124,6
Super B-glucan (SBG),Prebiotic fiber,S11,2,14,42,7,2,4,2,0,143,73,260,3,0,8,51,1,2,1,0,58,0,0,454,1,0,95,1,0,3,0,0,27,19,0,0,1,2,2,38,966,16,0,7,1,113,0,0,1,0,4,0,0,0,0,0,112,7,696,0,163,94,1,0,0,22,383,8,2,0,0,0,1756,66,24,104,16,3,0,135,11,0,72,19
Super B-glucan (SBG),Prebiotic fiber,S14,1,47,23,44,1,13,0,0,121,61,589,0,211,157,31,0,2,1,0,20,1,332,65,0,0,0,19,2,4,0,0,14,0,20,0,2,0,4,67,113,39,6,20,93,23,0,18,15,1,2,0,0,0,0,0,29,0,1,1,53,53,7,0,0,1,241,0,5,0,0,0,3160,135,31,30,26,3,0,77,0,2,56,27
Super B-glucan (SBG),Prebiotic fiber,S2,3,7,6,0,2,0,2590,0,267,5,121,0,0,0,69,0,0,0,1,2,0,0,228,7,0,32,4,0,0,0,0,2,2,0,0,1,0,0,47,125,7,0,10,6,53,4,2,1,0,1,1228,0,0,13,0,60,0,72,0,113,35,29,0,0,0,162,0,3,0,2,0,571,19,5,34,0,0,2,54,4,13,93,12
Super B-glucan (SBG),Prebiotic fiber,S5,3,7,69,28,12,0,0,0,376,0,517,117,7,30,0,4,5,2,0,26,0,0,258,195,15,0,0,0,0,0,0,0,0,0,0,0,0,18,0,2,0,0,0,0,0,0,0,20,0,0,1,0,0,0,0,0,57,0,0,35,25,0,8,0,0,646,11,3,0,0,0,2169,15,134,0,27,13,0,6,0,0,0,0
Super B-glucan (SBG),Prebiotic fiber,S13,1,34,18,25,0,12,2,0,117,67,575,0,109,138,36,0,2,0,0,19,0,312,64,0,0,0,22,0,2,0,0,4,0,23,1,2,0,2,96,143,31,0,21,87,38,0,27,8,2,4,0,1,2,0,0,16,0,4,7,48,29,12,3,0,2,114,0,2,0,0,0,3507,125,19,20,16,4,0,78,1,0,58,6
Super B-glucan (SBG),Prebiotic fiber,S10,2,16,5,0,0,2,3229,0,36,1,126,0,0,0,5,0,0,0,0,0,0,433,0,29,20,0,7,0,0,0,0,5,5,0,0,0,6,0,17,183,8,0,13,0,9,3,6,1,0,3,497,0,0,0,0,20,0,310,0,8,170,51,0,0,0,262,3,0,0,0,0,533,0,13,18,15,2,0,51,0,4,2,4
Super B-glucan (SBG),Prebiotic fiber,S7,1,5,37,15,59,4,1,0,434,0,672,0,4,15,0,1,2,0,0,143,0,229,23,10,2,0,0,0,0,0,2,33,0,51,0,0,0,15,52,380,17,1,21,141,14,0,0,60,0,4,0,1,0,1,0,38,0,125,0,104,174,59,0,0,2,97,22,1,0,4,4,2569,50,14,43,9,0,1,56,0,1,167,1
Super B-glucan (SBG),Prebiotic fiber,S1,1,43,38,1,0,4,0,117,585,18,592,0,0,0,107,0,2,0,0,0,0,0,422,0,3,71,0,0,2,0,0,43,17,68,4,1,2,2,27,245,30,3,6,2,181,96,27,8,0,0,0,0,0,3,5,111,2,536,0,30,304,2,1,0,0,257,5,5,0,0,19,1684,223,6,57,2,0,0,46,4,0,42,0
Super B-glucan (SBG),Prebiotic fiber,S15,1,15,42,0,1,3,2,0,500,0,1,0,0,0,7,0,7,0,0,5,0,0,222,4,0,0,0,0,0,0,0,2,109,10,0,0,0,0,22,663,4,0,22,3,0,54,0,0,0,0,1483,0,0,0,0,92,0,375,0,88,38,51,2,0,3,40,7,0,0,0,0,1503,42,20,130,18,0,0,22,0,26,480,0
